id	class_features_id	name	level	description
171	26	Xenodruid	1	<p>You channel the energy inherent in the ecosystems around you, taking inspiration from the endless cycles of the natural world. You might be a corporate biotech researcher, a hermitic shaman of the Green Faith, or one of the legendary Xenowardens.</p><p><strong>Associated Deities:</strong>&nbsp;Green Faith (philosophy), Oras<br /><strong>Associated Skills:</strong>&nbsp;Life Science and Survival<br /><strong>Spells:</strong>&nbsp;1st&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=LifeBubble">life bubble</a></em>, 2nd&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=FogCloud">fog cloud</a></em>, 3rd&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=EntropicGrasp">entropic grasp</a></em>, 4th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Reincarnate">reincarnate</a></em>, 5th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=CommunewithNature">commune with nature</a></em>, 6th&mdash;<em><a href="https://thehiddentruth.info/player/spells/?page=Terraform">terraform</a></em></p>
172	37	Daredevil	1	<p>You specialize in missions requiring courage and athleticism.</p><p><strong>1st Level&nbsp;Associated Skills:</strong>&nbsp;Acrobatics and Athletics. You can attempt an Acrobatics check to make a trick attack.<br /><strong>5th Level&nbsp;Specialization Exploit:</strong>&nbsp;Versatile movement.<br /><strong>11th Level&nbsp;Terrain Attack (Ex)</strong>&nbsp;At 11th level, when you and a foe are both balancing, climbing, flying, or swimming, you automatically succeed at any Bluff check required to make a trick attack against that foe.</p>
173	37	Detective	1	<p>Your ability to read people and make deductions helps you ferret out the truth in any situation.</p><p><strong>1st Level&nbsp;Associated Skills:</strong>&nbsp;Culture and Sense Motive. You can attempt a Sense Motive check with a +4 bonus to make a trick attack by reading your foe.<br /><strong>5th Level&nbsp;Specialization Exploit:</strong>&nbsp;Glimpse the truth.<br /><strong>11th Level&nbsp;Detective&rsquo;s Insight (Ex)</strong>&nbsp;At 11th level, your incredible insights help you move investigations forward where mundane inquiries fail. Once per day, you can spend 1 Resolve Point and take 10 minutes pondering a mystery or quandary to gain an enigmatic insight as if you had cast divination (though the result is often presented as a cryptic clue).</p>
174	37	Explorer	1	<p>You&rsquo;re an expert in scouting out dangerous locations using your knowledge and survival skills.</p><p><strong>1st Level&nbsp;Associated Skills:</strong>&nbsp;Culture and Survival. You can attempt a Survival check with a +4 bonus to make a trick attack by using your surroundings to your advantage.<br /><strong>5th Level&nbsp;Specialization Exploit:</strong>&nbsp;Ever vigilant.<br /><strong>11th Level&nbsp;Into the Unknown (Ex)</strong>&nbsp;At 11th level, you gain a +4 bonus to Culture and Survival checks. While you&rsquo;re outside both the Pact Worlds and your home star system (if different), you gain a +2 bonus to initiative checks. At the GM&rsquo;s discretion, in games centered around a different star system than the Pact Worlds, replace the Pact Worlds with that star system.</p>
175	37	Gadgeteer	1	<p>You rely on your quick wits and a healthy dose of paranoia to always have the right device at hand.</p><p><strong>1st Level&nbsp;Associated Skills:</strong>&nbsp;Engineering and Sleight of Hand. You can attempt an Engineering check with a +4 bonus to make a trick attack by using a customized device to momentarily distract your enemy.<br /><strong>5th Level&nbsp;Specialization Exploit:</strong>&nbsp;Utility belt.<br /><strong>11th Level&nbsp;Quick Deployment (Ex)</strong>&nbsp;At 11th level, once per round you can retrieve or put away a stored item (including from your utility belt) or pick up an item as part of another move action, standard action, or full action.</p>
176	37	Ghost	1	<p>You can move from place to place without being noticed.</p><p><strong>1st Level&nbsp;Associated Skills:</strong>&nbsp;Acrobatics and Stealth. When you use Stealth to make a trick attack, you gain a&nbsp;<del>+4</del>&nbsp;<ins>+1</ins>&nbsp;bonus to the skill check.<br /><br /><a href="https://paizo.com/paizo/faq/v5748nruor1hi#v5748eaic9wbp">Updated Feb 2018</a><br /><strong>5th Level&nbsp;Specialization Exploit:</strong>&nbsp;Cloaking field.<br /><strong>11th Level&nbsp;Phase Shift Escape (Ex)</strong>&nbsp;At 11th level, you can move through solid matter by taking your body&rsquo;s matter out of phase for just a moment. As a full action, you can spend 1 Resolve Point to phase through up to 5 feet of solid matter. If you attempt to phase through something that is too thick, you spend the Resolve Point and take the action but the attempt fails. You cannot phase through force effects such as force fields or the barrier created by wall of force. After using phase shift escape, you can&rsquo;t use it again until after you&rsquo;ve taken a full 8-hour rest.</p>
177	37	Hacker	1	<p>Whether it&rsquo;s a computer system or a mechanical device, you can hack it.</p><p><strong>1st Level&nbsp;Associated Skills:</strong>&nbsp;Computers and Engineering. You can attempt a Computers check with a +4 bonus to make a trick attack by creating a computerized distraction (you can&rsquo;t use this option if stripped of all computerized gear in an area with no computers).<br /><strong>5th Level&nbsp;Specialization Exploit:</strong>&nbsp;Elusive hacker.<br /><strong>11th Level&nbsp;Control Hack (Ex)</strong>&nbsp;At 11th level, when you exceed the DC of a Computers or Engineering check to disable a device or computer system by 5 or more, you can instead take control of the device or system. For every 5 by which you exceed the DC, you can typically make the device or system perform one task, at the GM&rsquo;s discretion. Once the device or system has done what you commanded, you choose whether the device deactivates or returns to normal.</p>
178	37	Spy	1	<p>You can steal or adopt new identities as easily as most people change clothes, allowing you to infiltrate nearly any circle.</p><p><strong>1st Level&nbsp;Associated Skills:</strong>&nbsp;Bluff and Disguise. When you use Bluff to make a trick attack, you gain a +4 bonus to the skill check.<br /><strong>5th Level&nbsp;Specialization Exploit:</strong>&nbsp;Master of disguise.<br /><strong>11th Level&nbsp;Fool Detection (Ex)</strong>&nbsp;At 11th level, whenever you succeed at a saving throw against a spell, technological device, or ability that would provide information about you (such as detect thoughts), instead of negating the effect, you can provide false information that matches your cover identity. If such an effect has no saving throw, you can attempt a Bluff check opposed by the Sense Motive check of the caster or user, and provide similar false information on a success.</p>
179	37	Thief	1	<p>You specialize in acquisition, from quick swipes to complex heists.</p><p><strong>1st Level&nbsp;Associated Skills:</strong>&nbsp;Perception and Sleight of Hand. You can use Sleight of Hand to make a trick attack by concealing your weapons and motions.<br /><strong>5th Level&nbsp;Specialization Exploit:</strong>&nbsp;Holographic distraction.<br /><strong>11th Level&nbsp;Contingency Plan (Ex)</strong>&nbsp;At 11th level, you&rsquo;ve performed enough heists to realize that things never go exactly as you had planned. When something unexpected happens during a heist or infiltration, you can spend 2 Resolve Points and specify a contingency plan that you had set up in advance for this eventuality, either having the right prop (such as an ID or a computer file, but not a particularly valuable item), having the right information, or having hired a confederate to perform a single task at the right time. You then attempt a skill check. The appropriate skill and the DC are at the GM&rsquo;s discretion, with a higher DC for a more elaborate or unlikely contingency (see Skill DCs on page 392 for more information on setting skill DCs). If you succeed, you have the item or knowledge, or the confederate performs the task as specified. If you fail, either you don&rsquo;t have what you need or your plan fails.</p>
180	43	Alien Archive (Ex)	2	<p>Your vast experience makes identifying new creatures easier for you. Double your operative&rsquo;s edge bonus to your skill checks when identifying a creature and its abilities. If you successfully identify a creature, you gain a +2 enhancement bonus to your skill check when you make a trick attack against that creature.</p>
181	43	Armor Optimizer (Ex)	2	<p>You&rsquo;ve learned to customize your armor. You can adjust armor (Core Rulebook 196) to fit you without needing to attempt an Engineering check. This also allows you to add one upgrade slot to the armor, though any upgrade that uses that slot functions only when you wear the armor. Such upgrades are useless to anyone else.</p>
182	43	Combat Trick (Ex)	2	<p>You gain a bonus combat feat. You must meet all of that feat&rsquo;s prerequisites.</p>
183	43	Concealed Weaponry (Ex)	2	<p>You are adept at concealing your weapons and other items. Double your operative&rsquo;s edge bonus to Sleight of Hand checks when attempting to hide a small object on your body. Additionally, you can draw a hidden weapon as quickly as a non-hidden weapon.</p>
184	43	Death Strike (Ex)	2	<p>As part of any attack you make, you can add the operative weapon special feature to your unarmed attacks. When you do this, it loses the archaic weapon special feature. When you do this, if you would normally add 1-1/2 times your character level to damage as a special form of specialization (such as from a racial trait such as a vesk&rsquo;s natural weapons), you instead add only your character level to damage. This is true regardless of how many abilities or effects you have modifying your specialization that apply to your unarmed attacks.</p>
185	43	Elite Saboteur (Ex)	2	<p>You can attempt an Engineering check to disable a device on a lock or trap in half the normal time. If this would reduce the duration to less than 1 round, you can disable the device as a standard action.</p>
186	43	Feign Death (Ex)	2	<p>Whenever you take damage, you can attempt to feign death as a reaction. You immediately fall prone and attempt a Bluff check against each opponent that is aware of you. The DC for this check is equal to 10 + your opponent&rsquo;s total Sense Motive skill bonus, or 15 + 1-1/2 &times; the opponent&rsquo;s CR, whichever is greater. Any opponent that you succeed against believes that you are dead and acts accordingly unless it inspects your body as a standard action and succeeds at a Medicine, Perception, or Sense Motive check at the same DC to uncover your deception. Maintaining this ruse is a full action each turn.</p>
