id	name	description	weapon_category_id	level	price	damage	damage_die_count	damage_die_type	damage_type	range	critical	capacity	usage	bulk	special	source	source_page
360	Flare Axe, White Star	<p>A flare axe pushes a magnetically contained wave of plasma  in a semicircular arc parallel to the haft that resembles a  miniature solar flare. The color of plasma indicates the relative  temperature (and therefore damage output) of each weapon:  red star flare axes are the standard model, yellow star and  white star flare axes are more dangerous, and blue star flare  axes inflict the most destruction. </p>	12	11	23100	3d10 E & F	3	10	E & F	null	Burn 1d10	null	null	1	Powered (capacity 20, usage 1)	ARM	42
361	Nova Lance, White Star	<p>This long weapon bears a plasma sheath at its striking tip.  Although similar weapons are produced on many worlds, nova  lances’ use in Eoxian racing broadcasts has made them especially  popular throughout the Pact Worlds. They are typically  manufactured by corporations that specialize in plasma pistols  and plasma rifles and thus their models follow the same naming  conventions: red star, yellow star, white star, and blue star.   </p>	12	12	39500	7d4 E & F	7	4	E & F	null	Severe wound	null	null	2	Reach, powered (capacity 40, usage 2)	ARM	42
362	Core Hammer, Fusion	<p>The hollow head of this two-handed hammer is filled with  exceptionally dense plasma, which is released on contact   with enemies, sometimes even spraying plasma on a wellplaced  strike. Core hammers constructed by the followers  of Angradd tend to be functional works of dark metal, where  vesk models are usually designed to display the plasma behind  magnetic containment. Tactical core hammers and advanced  core hammers contain a stable plasma core, while fusion core  hammers and reactor core hammers employ devices that focus  plasma to trigger momentary flares of nuclear fusion.</p>	12	13	48200	6d6 E & F	6	6	E & F	null	Jet 4d6	null	null	2	Powered (capacity 40, usage 5)	ARM	41
363	Plasma Ribbon, Competitor	<p>While analog battle ribbons (see page 52) are the most  traditional of such weapons, increased demand for showier  displays in recent centuries has resulted in the development  of the plasma ribbon. Much like the analog version, a plasma  ribbon is a 10-foot-long ribbon about 3 inches wide, though this  version is made from impermeable nanocarbon fiber. A series of  fine, flexible wires along the edges produces a narrow magnetic  field that turns the weapon into a streamer of glowing plasma  in use. Student plasma ribbons allow the user to build up  proficiency; battleflowers trade up to professional, competitor,  and champion plasma ribbons as they become more skilled with  the weapons. </p>	12	14	74100	3d10 E & F	3	10	E & F	null	null	null	null	L	Operative, professional (dancer), powered (capacity 20, usage 1)	ARM	43
364	Plasma Doshko, White Star	<p>The plasma versions of these traditional vesk weapons use the same popular naming convention as other plasma weapons. </p>	12	15	126800	5d10 E & F	5	10	E & F	null	Severe wound	null	null	1	Powered (capacity 20, usage 2)	CRB	185
365	Flare Axe, Blue Star	<p>A flare axe pushes a magnetically contained wave of plasma  in a semicircular arc parallel to the haft that resembles a  miniature solar flare. The color of plasma indicates the relative  temperature (and therefore damage output) of each weapon:  red star flare axes are the standard model, yellow star and  white star flare axes are more dangerous, and blue star flare  axes inflict the most destruction. </p>	12	16	148000	5d12 E & F	5	12	E & F	null	Burn 3d6	null	null	1	Powered (capacity 20, usage 1)	ARM	42
366	Nova Lance, Blue Star	<p>This long weapon bears a plasma sheath at its striking tip.  Although similar weapons are produced on many worlds, nova  lances’ use in Eoxian racing broadcasts has made them especially  popular throughout the Pact Worlds. They are typically  manufactured by corporations that specialize in plasma pistols  and plasma rifles and thus their models follow the same naming  conventions: red star, yellow star, white star, and blue star.   </p>	12	17	279000	8d6 E & F	8	6	E & F	null	Severe wound	null	null	2	Reach, powered (capacity 40, usage 4)	ARM	42
367	Plasma Doshko, Blue Star	<p>The plasma versions of these traditional vesk weapons use the same popular naming convention as other plasma weapons. </p>	12	18	364100	7d10 E & F	7	10	E & F	null	Severe wound	null	null	1	Powered (capacity 20, usage 2)	CRB	185
368	Plasma Ribbon, Champion	<p>While analog battle ribbons (see page 52) are the most  traditional of such weapons, increased demand for showier  displays in recent centuries has resulted in the development  of the plasma ribbon. Much like the analog version, a plasma  ribbon is a 10-foot-long ribbon about 3 inches wide, though this  version is made from impermeable nanocarbon fiber. A series of  fine, flexible wires along the edges produces a narrow magnetic  field that turns the weapon into a streamer of glowing plasma  in use. Student plasma ribbons allow the user to build up  proficiency; battleflowers trade up to professional, competitor,  and champion plasma ribbons as they become more skilled with  the weapons. </p>	12	19	578000	6d10 E & F	6	10	E & F	null	null	null	null	L	Operative, professional (dancer), powered (capacity 20, usage 1)	ARM	43
369	Core Hammer, Reactor	<p>The hollow head of this two-handed hammer is filled with  exceptionally dense plasma, which is released on contact   with enemies, sometimes even spraying plasma on a wellplaced  strike. Core hammers constructed by the followers  of Angradd tend to be functional works of dark metal, where  vesk models are usually designed to display the plasma behind  magnetic containment. Tactical core hammers and advanced  core hammers contain a stable plasma core, while fusion core  hammers and reactor core hammers employ devices that focus  plasma to trigger momentary flares of nuclear fusion.</p>	12	20	725000	15d6 E & F	15	6	E & F	null	Jet 8d6	null	null	2	Powered (capacity 80, usage 8)	ARM	41
370	Polarity Gauntlets, Spark	<p>Polarity gauntlets fit snugly over the wearer’s extremities, and  when activated, the two gloves generate an arc of electricity  between them. Due to the alternating currents, subsequent  attacks deal additional damage: each strike that hits a target  after the first in rapid succession deals additional damage. The  popularity of these weapons has led to the proliferation of  different versions, including the cheap but potent spark and  static models, the midrange aurora and current models, and  the powerful storm and tempest polarity gauntlets. Kasathan  warriors who maintain their cultural predilection for melee  combat favor polarity gauntlets as an effective weapon that  aligns with their martial values. </p>	13	1	410	1d3 E	1	3	E	null	null	null	null	1	Operative, polarize 1d3, powered (capacity 20, usage 2)	ARM	48
371	Stun Staff, Tactical	<p>Stewards often make use of the combined offensive and defensive  flexibility of a stun staff, a polycarbonate staff with an electrodelined  striking surface. These weapons are commonly used in riot  control due to their ability to easily inflict nonlethal damage,  but they’re also valuable in self-defense, and their streamlined  appearance means they don’t attract overmuch attention at  formal events where security is as necessary as discretion. As  a cousin of the shock truncheon, the stun staff bears a similar  naming convention, with the tactical stun staff as the most basic,  followed by the static, aurora, storm, and tempest models.   </p>	13	2	750	1d4 E	1	4	E	null	Staggered	null	null	1	Block, powered (capacity 20, usage 1), stun	ARM	48
372	Storm Doshko, Static	<p>An internal generator maintains the blue blades of  this ominously crackling doshko. The ozone-and-oil  smell of an active storm doshko is unmistakable.</p>	13	3	1490	1d8 E	1	8	E	null	Staggered	null	null	1	Powered (capacity 20, usage 1)	NSP	150
373	Storm Hammer, Diamagnetic	<p>This massive warhammer’s magnetic discharge deals additional  damage that can sometimes knock a target to the ground.  Dwarves in the Diasporan Star Citadels first developed  storm hammers to bring larger foes to a more manageable  height; many bear aesthetic designs hearkening to Angradd  and other dwarven motifs. The materials used in a storm  hammer’s construction determine the magnetic force and  thereby the strength of the weapon; available versions include  diamagnetic, paramagnetic, ferromagnetic, antiferromagnetic,  and metamagnetic storm hammers. </p>	13	3	1300	1d8 B & E	1	8	B & E	null	Knockdown	null	null	1	Powered (capacity 20, usage 2)	ARM	48
374	Polarity Gauntlets, Static	<p>Polarity gauntlets fit snugly over the wearer’s extremities, and  when activated, the two gloves generate an arc of electricity  between them. Due to the alternating currents, subsequent  attacks deal additional damage: each strike that hits a target  after the first in rapid succession deals additional damage. The  popularity of these weapons has led to the proliferation of  different versions, including the cheap but potent spark and  static models, the midrange aurora and current models, and  the powerful storm and tempest polarity gauntlets. Kasathan  warriors who maintain their cultural predilection for melee  combat favor polarity gauntlets as an effective weapon that  aligns with their martial values. </p>	13	4	2350	1d6 E	1	6	E	null	null	null	null	1	Operative, polarize 1d4, powered (capacity 40, usage 2)	ARM	48
375	Electroflail, Tactical	<p>An electroflail is a 2-foot-long haft and a floating spiked or  ridged ball; as there is no visible tether between the two  components, an electroflail appears to be two separate  weapons. An electromagnetic force causes the ball to stay  within a predetermined range of the haft’s end—usually around  1 foot away—while also conducting a substantial electric charge  to the ball that is discharged upon a strike. The magnetic field  can also interfere with other weapons, allowing a proficient  user to use an electroflail to knock opponents’ weapons out of  their grasp. These weapons see frequent use among various  Hellknight orders, which often custom order designs featuring  grinning devils, complete with spiked wings. Electroflails are  available in tactical, advanced, elite, and paragon models. </p>	13	5	2910	1d6 E	1	6	E	null	Arc 1d6	null	null	1	Disarm, powered (capacity 20, usage 1)	ARM	45
