id	name	type	description	level	price	system	source	source_page
107	Force soles, mk 2	Magitech	<p>Nodes in the soles of your feet project tiny fields of force energy when you intentionally step into thin air, allowing you to walk as if you were on solid ground as long as you are not encumbered, even in zero gravity. Ascending into the air is similar to walking up an incline. The maximum upward angle possible is 45 degrees, and you move at a rate equal to half your normal land speed. You can move your full land speed horizontally or up to 45 degrees downward. Unless you have mk 2 force soles, you must end your movement on the ground or you fall.</p>	8	10700	All feet	ARM	92
108	Fortified feet	Cybernetics	<p>Built from a matrix of adamantine alloy prisms and regenerative ligaments, these feet are able to withstand significant punishment. You gain DR 5/— and energy resistance 5 against ground-based hazards that would harm you as you walk over them, such as electrified floors created by a computer’s shock grid defensive countermeasure, spikes, or puddles of acid.</p>	4	1850	All feet	ARM	88
109	Ghoul Glands, Mk 1	Necrograft	<p>Ghoul glands are a series of hundreds of tiny undead sweat glands, which are installed all over the recipient’s skin. The glands pull energy from the body and mind of the recipient and use it to create a staggering or paralyzing effect. As a standard action a number of times per day equal to the necrograft’s mark, the recipient can activate the glands and attempt to touch a foe (doing so requires a successful attack roll against the target’s KAC). The target must succeed at a Fortitude saving throw or be staggered (for mk 1 through mk 3 ghoul glands) or stunned (for mk 4 and mk 5 ghoul glands) for 1d4 rounds.</p>	1	200	Skin	DS03	43
110	Ghoul Glands, Mk 2	Necrograft	<p>Ghoul glands are a series of hundreds of tiny undead sweat glands, which are installed all over the recipient’s skin. The glands pull energy from the body and mind of the recipient and use it to create a staggering or paralyzing effect. As a standard action a number of times per day equal to the necrograft’s mark, the recipient can activate the glands and attempt to touch a foe (doing so requires a successful attack roll against the target’s KAC). The target must succeed at a Fortitude saving throw or be staggered (for mk 1 through mk 3 ghoul glands) or stunned (for mk 4 and mk 5 ghoul glands) for 1d4 rounds.</p>	6	4000	Skin	DS03	43
111	Ghoul Glands, Mk 3	Necrograft	<p>Ghoul glands are a series of hundreds of tiny undead sweat glands, which are installed all over the recipient’s skin. The glands pull energy from the body and mind of the recipient and use it to create a staggering or paralyzing effect. As a standard action a number of times per day equal to the necrograft’s mark, the recipient can activate the glands and attempt to touch a foe (doing so requires a successful attack roll against the target’s KAC). The target must succeed at a Fortitude saving throw or be staggered (for mk 1 through mk 3 ghoul glands) or stunned (for mk 4 and mk 5 ghoul glands) for 1d4 rounds.</p>	12	30000	Skin	DS03	43
112	Ghoul Glands, Mk 4	Necrograft	<p>Ghoul glands are a series of hundreds of tiny undead sweat glands, which are installed all over the recipient’s skin. The glands pull energy from the body and mind of the recipient and use it to create a staggering or paralyzing effect. As a standard action a number of times per day equal to the necrograft’s mark, the recipient can activate the glands and attempt to touch a foe (doing so requires a successful attack roll against the target’s KAC). The target must succeed at a Fortitude saving throw or be staggered (for mk 1 through mk 3 ghoul glands) or stunned (for mk 4 and mk 5 ghoul glands) for 1d4 rounds.</p>	18	350000	Skin	DS03	43
113	Ghoul Glands, Mk 5	Necrograft	<p>Ghoul glands are a series of hundreds of tiny undead sweat glands, which are installed all over the recipient’s skin. The glands pull energy from the body and mind of the recipient and use it to create a staggering or paralyzing effect. As a standard action a number of times per day equal to the necrograft’s mark, the recipient can activate the glands and attempt to touch a foe (doing so requires a successful attack roll against the target’s KAC). The target must succeed at a Fortitude saving throw or be staggered (for mk 1 through mk 3 ghoul glands) or stunned (for mk 4 and mk 5 ghoul glands) for 1d4 rounds.</p>	20	775000	Skin	DS03	43
114	Gill Sheath	Biotech	<p>An external lining striated with oxygen-filtering nodules coats the outside of your lungs. If you breathe in water, it filters into the lining, where the nodules extract the oxygen and deposit it into your lungs. This lets you breathe underwater or in the air. You still exhale normally.</p>	1	95	Lungs	CRB	211
115	Glass Skin	Biotech	<p>This biotech modification covers your skin with tiny, clear scales that shimmer with rainbows, as if you were constantly encased in a thin layer of ice or glass. Once per day, you can spend 1 Resolve Point to become temporarily invisible (as the invisibility spell) for up to 1 minute.</p>	4	2000	Skin	AA2	65
116	Grave Wind, Mk 1	Necrograft	<p><table> <tr><th>MODEL</th><th>DISEASE</th></tr> <tr><td>Mk 1</td><td>Filth fever</td></tr> <tr><td>Mk 2</td><td>Cackle fever</td></tr> <tr><td>Mk 3</td><td>Devil chills</td></tr> <tr><td>Mk 4</td><td>Demon fever</td></tr> <tr><td>Mk 5</td><td>Mummy rot</td></tr> </table> A grave wind necrograft replaces the recipient’s lungs with black, undead lungs that can still pump air and oxygenate blood but are also able to exhale a diseased miasma. As a standard action a number of times per day equal to the necrograft’s mark, the recipient can expose an adjacent creature to a necromantic disease. The disease inflicted depends on the model of the grave wind, as indicated in the table above.<br/>These necromantic diseases act as the normal diseases of the same name (see page 418 of the Starfinder Core Rulebook), except for the following. The save DC is determined by the necrograft and its recipient. No wound or actual transfer of air is necessary for the disease to affect a target; even someone in armor with its environmental seals active can be exposed. A creature infected with such a disease is not a carrier, so it can’t pass the disease on to other victims. Creatures immune to death effects are immune to these diseases, and any bonus a creature has to saving throws against death effects applies to saves against these diseases (however, the diseases don’t count as death effects for other purposes, such as raise dead).</p>	1	200	Lungs	DS03	43
